PRISM Time Series Data
Location:  Lat: 37.4220   Lon: -122.3289   Elev: 500m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2017-01-01 - 2021-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Jan-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-08-11,0.00,16.8,23.8,30.8
2018-08-12,0.00,14.5,21.9,29.2
2018-08-13,0.00,13.1,20.8,28.4
2018-08-14,0.43,12.0,18.8,25.6
2018-08-15,0.00,12.2,15.7,19.1
2018-08-16,0.00,13.1,17.7,22.3
2018-08-17,0.00,12.8,19.4,26.0
2018-08-18,0.00,14.0,21.9,29.8
2018-08-19,0.00,12.8,22.4,32.0
2018-08-20,0.00,11.5,19.2,27.0
2018-08-21,0.00,10.8,17.0,23.3
2018-08-22,0.00,11.0,16.0,21.0
2018-08-23,0.00,11.9,17.7,23.5
2018-08-24,0.00,11.4,17.1,22.7
2018-08-25,0.00,10.6,17.7,24.7
2018-08-26,0.00,10.9,18.2,25.4
2018-08-27,0.00,9.9,17.3,24.7
2018-08-28,0.22,10.9,16.0,21.1
2018-08-29,0.00,11.1,15.6,20.2
2018-08-30,0.00,11.7,17.0,22.3
2018-08-31,0.00,11.4,16.3,21.3
2018-09-01,0.00,11.8,18.4,25.1
2018-09-02,0.00,12.3,18.3,24.4
2018-09-03,0.00,13.7,20.6,27.5
2018-09-04,0.00,14.8,20.1,25.3
2018-09-05,0.00,15.3,21.0,26.7
2018-09-06,0.00,13.4,18.2,23.1
2018-09-07,0.00,11.9,17.9,24.0
2018-09-08,0.00,15.5,22.4,29.4
2018-09-09,0.00,13.7,20.7,27.7
2018-09-10,0.00,13.5,20.6,27.6
2018-09-11,0.00,14.0,21.1,28.2
2018-09-12,0.00,11.3,18.6,25.8
2018-09-13,0.00,10.2,15.3,20.4
2018-09-14,0.00,9.9,14.9,19.9
2018-09-15,0.00,9.8,16.8,23.8
2018-09-16,0.00,9.6,15.1,20.5
2018-09-17,0.00,10.3,16.3,22.3
2018-09-18,0.00,9.6,15.4,21.1
2018-09-19,0.00,9.1,15.7,22.3
2018-09-20,0.00,11.1,18.9,26.8
2018-09-21,0.00,18.0,24.9,31.8
2018-09-22,0.00,14.5,21.6,28.6
2018-09-23,0.00,14.1,21.1,28.1
2018-09-24,0.00,13.4,19.9,26.4
2018-09-25,0.00,13.9,21.4,28.8
2018-09-26,0.00,15.1,21.6,28.1
2018-09-27,0.00,16.5,23.9,31.3
2018-09-28,0.00,13.5,19.5,25.5
2018-09-29,0.00,10.2,15.7,21.2
2018-09-30,0.00,11.1,16.1,21.1
2018-10-01,0.00,11.8,16.8,21.8
2018-10-02,1.01,13.0,18.9,24.7
2018-10-03,0.02,13.9,19.6,25.3
2018-10-04,0.00,12.7,17.9,23.1
2018-10-05,0.00,10.2,14.8,19.4
2018-10-06,0.00,10.0,16.1,22.3
2018-10-07,0.00,12.0,16.7,21.4
2018-10-08,0.00,15.1,20.2,25.2
2018-10-09,0.00,14.0,20.6,27.3
2018-10-10,0.00,9.4,16.3,23.2
2018-10-11,0.00,8.8,14.0,19.2
2018-10-12,0.00,9.6,15.4,21.2
2018-10-13,0.00,13.0,20.3,27.6
2018-10-14,0.00,11.2,18.6,26.0
2018-10-15,0.00,10.1,17.6,25.0
2018-10-16,0.00,13.4,20.2,26.9
2018-10-17,0.00,11.1,18.7,26.4
2018-10-18,0.00,10.8,16.9,23.0
2018-10-19,0.00,11.2,17.7,24.2
2018-10-20,0.00,12.7,20.2,27.8
2018-10-21,0.00,12.1,19.3,26.4
2018-10-22,0.00,11.1,15.8,20.5
2018-10-23,0.00,9.2,14.3,19.4
2018-10-24,0.00,8.7,14.1,19.6
2018-10-25,0.00,11.1,16.9,22.8
2018-10-26,0.00,12.8,19.1,25.3
2018-10-27,0.00,13.6,20.1,26.6
2018-10-28,0.00,12.6,18.3,24.0
2018-10-29,0.00,10.5,16.1,21.7
2018-10-30,0.00,10.0,14.5,19.0
2018-10-31,0.00,10.8,16.3,21.8
2018-11-01,0.00,15.3,19.5,23.8
2018-11-02,0.00,15.8,21.0,26.2
2018-11-03,0.00,17.0,21.7,26.4
2018-11-04,0.00,14.6,20.7,26.9
2018-11-05,0.00,11.6,17.4,23.3
2018-11-06,0.00,12.5,17.6,22.7
2018-11-07,0.00,14.3,19.0,23.7
2018-11-08,0.00,12.2,17.8,23.3
2018-11-09,0.00,11.5,15.1,18.7
2018-11-10,0.00,11.0,15.1,19.3
2018-11-11,0.00,9.0,13.0,17.0
2018-11-12,0.00,11.0,14.5,18.1
2018-11-13,0.00,9.7,14.7,19.8
2018-11-14,0.00,10.7,14.4,18.1
2018-11-15,0.00,10.4,14.6,18.8
2018-11-16,0.00,10.1,14.5,18.9
2018-11-17,0.00,9.2,14.1,19.0
2018-11-18,0.00,8.1,12.8,17.5
2018-11-19,0.00,8.1,12.8,17.6
2018-11-20,0.00,9.1,13.6,18.1
2018-11-21,5.61,9.6,13.9,18.3
2018-11-22,41.00,11.2,12.4,13.7
2018-11-23,29.91,10.3,12.2,14.1
2018-11-24,24.33,11.3,12.4,13.4
2018-11-25,1.52,9.0,11.6,14.1
2018-11-26,0.00,9.2,13.1,17.0
2018-11-27,0.00,9.1,13.3,17.4
2018-11-28,12.63,9.2,11.7,14.1
2018-11-29,26.75,10.9,12.8,14.7
2018-11-30,13.20,8.6,9.9,11.2
2018-12-01,3.17,7.4,10.1,12.7
2018-12-02,4.66,5.7,8.3,10.8
2018-12-03,0.00,4.8,8.2,11.7
2018-12-04,0.00,5.0,8.3,11.6
2018-12-05,11.13,6.4,8.1,9.8
2018-12-06,2.98,6.1,8.2,10.3
2018-12-07,0.00,7.5,10.8,14.2
2018-12-08,0.00,8.2,11.9,15.6
2018-12-09,0.00,7.3,10.9,14.6
2018-12-10,0.19,6.8,9.6,12.3
2018-12-11,0.00,6.5,9.3,12.1
2018-12-12,0.45,7.2,11.0,14.9
2018-12-13,0.00,8.3,11.6,14.8
2018-12-14,0.07,9.0,12.8,16.6
2018-12-15,1.33,9.2,11.3,13.3
2018-12-16,0.00,9.6,12.3,15.0
2018-12-17,33.32,8.8,10.9,13.0
2018-12-18,0.00,7.6,10.6,13.5
2018-12-19,0.00,7.4,11.4,15.4
2018-12-20,0.00,9.2,11.5,13.7
2018-12-21,0.78,8.2,10.6,13.0
2018-12-22,0.92,7.6,10.4,13.2
2018-12-23,0.00,7.5,10.7,14.0
2018-12-24,1.95,8.4,11.9,15.4
2018-12-25,18.20,5.8,9.2,12.5
2018-12-26,0.00,5.6,9.0,12.3
2018-12-27,0.00,6.6,9.9,13.2
2018-12-28,0.00,5.9,8.8,11.7
2018-12-29,0.00,5.5,8.6,11.6
2018-12-30,0.00,6.3,10.6,15.0
2018-12-31,0.00,5.3,9.4,13.6
2019-01-01,0.00,3.9,6.7,9.6
2019-01-02,0.00,2.9,6.5,10.1
2019-01-03,0.00,4.3,8.2,12.0
2019-01-04,0.00,4.1,8.1,12.2
2019-01-05,0.80,5.0,8.9,12.8
2019-01-06,14.31,6.6,8.2,9.8
2019-01-07,61.75,6.8,9.1,11.4
2019-01-08,0.98,6.5,9.7,12.9
2019-01-09,7.48,9.7,11.0,12.2
2019-01-10,7.46,8.2,10.1,11.9
2019-01-11,0.00,7.0,10.5,13.9
2019-01-12,6.19,7.3,9.6,12.0
2019-01-13,0.19,7.4,10.1,12.8
2019-01-14,0.00,6.7,9.5,12.2
2019-01-15,7.67,7.1,8.9,10.7
2019-01-16,29.29,7.4,9.1,10.7
2019-01-17,51.15,9.7,11.2,12.8
2019-01-18,3.89,8.4,9.7,11.0
2019-01-19,0.00,8.1,11.4,14.8
2019-01-20,1.66,10.4,14.6,18.7
2019-01-21,9.58,5.1,8.7,12.2
2019-01-22,0.00,5.4,8.2,11.1
2019-01-23,0.00,5.8,9.4,13.0
2019-01-24,0.00,7.0,11.0,14.9
2019-01-25,0.00,8.0,12.1,16.3
2019-01-26,0.00,8.4,12.9,17.5
2019-01-27,0.00,11.3,14.4,17.5
2019-01-28,0.00,10.9,15.0,19.0
2019-01-29,0.57,10.2,14.4,18.7
2019-01-30,0.00,9.1,13.1,17.2
2019-01-31,11.92,8.0,13.1,18.1
2019-02-01,2.82,8.3,11.1,13.9
2019-02-02,21.65,8.2,9.9,11.5
2019-02-03,27.71,6.0,8.2,10.4
2019-02-04,20.63,6.1,7.6,9.1
2019-02-05,10.93,0.4,3.6,6.8
2019-02-06,0.37,-0.3,3.3,6.9
2019-02-07,0.00,1.1,5.4,9.7
2019-02-08,0.29,1.8,5.8,9.7
2019-02-09,20.54,2.4,5.0,7.5
2019-02-10,19.00,2.0,5.2,8.3
2019-02-11,0.22,0.4,3.8,7.1
2019-02-12,0.87,1.6,5.6,9.5
2019-02-13,18.47,2.8,5.8,8.8
2019-02-14,40.50,5.8,9.7,13.7
2019-02-15,20.19,3.9,8.4,12.9
2019-02-16,19.58,2.9,5.1,7.3
2019-02-17,9.59,2.4,5.2,7.9
2019-02-18,0.00,1.3,4.8,8.3
2019-02-19,0.00,1.2,5.3,9.4
2019-02-20,0.00,2.1,6.9,11.7
2019-02-21,0.00,2.0,5.8,9.6
2019-02-22,0.00,1.0,5.3,9.6
2019-02-23,0.00,1.4,6.2,11.1
2019-02-24,0.00,3.1,7.2,11.4
2019-02-25,0.00,4.5,8.3,12.2
2019-02-26,6.38,5.9,7.8,9.6
2019-02-27,37.41,7.3,8.9,10.5
2019-02-28,15.65,5.8,8.4,11.1
2019-03-01,0.00,4.4,7.3,10.3
2019-03-02,13.24,4.4,7.8,11.3
2019-03-03,12.15,7.7,9.9,12.0
2019-03-04,4.24,5.9,8.3,10.7
2019-03-05,1.36,5.6,7.4,9.3
2019-03-06,32.48,6.8,8.8,10.8
2019-03-07,9.33,5.8,8.0,10.2
2019-03-08,2.66,3.3,5.8,8.2
2019-03-09,3.27,2.6,5.6,8.5
2019-03-10,14.52,3.6,5.7,7.7
2019-03-11,5.05,4.0,6.6,9.2
2019-03-12,0.00,4.6,9.5,14.5
2019-03-13,0.00,4.5,7.7,10.9
2019-03-14,0.00,4.2,8.5,12.9
2019-03-15,0.00,5.9,10.3,14.7
2019-03-16,0.00,7.1,12.2,17.3
2019-03-17,0.00,8.1,13.8,19.5
2019-03-18,0.00,9.8,15.0,20.1
2019-03-19,0.00,10.0,15.7,21.4
2019-03-20,18.09,7.1,13.0,18.9
2019-03-21,2.07,5.1,8.6,12.1
2019-03-22,1.11,4.9,9.2,13.5
2019-03-23,14.55,6.4,8.5,10.6
2019-03-24,0.00,5.1,9.1,13.1
2019-03-25,0.00,5.4,10.3,15.3
2019-03-26,23.00,6.6,9.6,12.7
2019-03-27,3.07,5.7,10.4,15.1
2019-03-28,7.79,7.5,9.7,11.9
2019-03-29,2.60,5.7,9.2,12.7
2019-03-30,0.00,5.3,9.3,13.3
2019-03-31,0.00,7.0,11.9,16.8
2019-04-01,0.00,10.9,17.0,23.2
2019-04-02,4.18,8.5,13.4,18.2
2019-04-03,11.33,8.3,11.0,13.8
2019-04-04,2.14,8.4,11.6,14.9
2019-04-05,0.35,8.5,11.9,15.3
2019-04-06,4.03,8.6,12.4,16.3
2019-04-07,0.00,9.5,13.6,17.6
2019-04-08,0.00,10.5,15.9,21.3
2019-04-09,2.60,8.5,14.9,21.3
2019-04-10,0.00,6.7,11.2,15.7
2019-04-11,0.00,6.7,12.6,18.5
2019-04-12,0.00,6.2,10.3,14.4
2019-04-13,0.00,5.6,12.5,19.3
2019-04-14,0.00,8.6,15.5,22.3
2019-04-15,0.00,6.6,11.5,16.4
2019-04-16,11.61,6.1,11.0,15.8
2019-04-17,0.00,6.3,11.5,16.8
2019-04-18,0.00,7.6,14.5,21.4
2019-04-19,0.00,12.5,19.1,25.8
2019-04-20,1.76,8.5,15.8,23.0
2019-04-21,0.00,6.3,10.1,13.9
2019-04-22,0.00,6.4,13.0,19.6
2019-04-23,0.00,11.2,18.6,26.0
2019-04-24,0.00,17.2,23.8,30.4
2019-04-25,0.00,13.3,21.4,29.5
2019-04-26,0.00,11.3,17.6,23.8
2019-04-27,0.00,10.6,17.8,25.0
2019-04-28,0.00,8.3,14.5,20.6
2019-04-29,0.00,6.6,12.5,18.4
2019-04-30,0.00,7.1,13.0,18.9
2019-05-01,0.00,7.2,11.9,16.5
2019-05-02,0.00,8.0,15.1,22.1
2019-05-03,0.00,8.7,15.9,23.2
2019-05-04,0.00,7.9,15.2,22.5
2019-05-05,0.00,5.7,13.3,20.8
2019-05-06,0.65,6.6,11.5,16.4
2019-05-07,0.74,8.1,11.5,14.8
2019-05-08,0.00,8.1,12.9,17.6
2019-05-09,0.00,8.1,13.8,19.5
2019-05-10,0.00,8.9,12.8,16.6
2019-05-11,0.00,8.8,15.0,21.1
2019-05-12,0.00,9.2,15.2,21.3
2019-05-13,0.00,9.7,15.2,20.7
2019-05-14,0.00,8.6,15.2,21.8
2019-05-15,0.00,9.3,13.6,17.9
2019-05-16,26.58,8.4,12.5,16.5
2019-05-17,9.57,6.9,10.0,13.1
2019-05-18,0.00,6.5,11.3,16.1
2019-05-19,28.22,6.7,9.5,12.4
2019-05-20,12.86,6.1,10.0,14.0
2019-05-21,4.35,6.4,11.1,15.8
2019-05-22,8.00,7.8,10.7,13.7
2019-05-23,0.00,7.9,13.5,19.0
2019-05-24,0.00,9.2,15.2,21.1
2019-05-25,0.00,8.6,14.7,20.8
2019-05-26,0.81,7.5,13.0,18.5
2019-05-27,3.47,7.0,10.3,13.6
2019-05-28,0.51,7.3,11.2,15.0
2019-05-29,0.00,8.2,14.2,20.2
2019-05-30,0.54,8.9,16.0,23.0
2019-05-31,0.04,8.8,13.6,18.4
2019-06-01,0.00,10.1,17.0,23.9
2019-06-02,0.06,10.1,16.8,23.6
2019-06-03,0.00,10.5,16.1,21.6
2019-06-04,0.00,11.5,18.3,25.1
2019-06-05,0.00,13.2,21.6,30.0
2019-06-06,0.00,11.2,20.1,28.9
2019-06-07,0.00,7.7,13.0,18.3
2019-06-08,0.00,7.6,14.8,22.1
2019-06-09,0.00,14.5,21.2,27.8
2019-06-10,0.00,18.9,26.3,33.6
2019-06-11,0.00,22.4,29.6,36.7
2019-06-12,0.00,23.3,30.2,37.1
2019-06-13,0.00,13.3,22.8,32.4
2019-06-14,0.18,10.4,17.8,25.2
2019-06-15,0.00,9.5,15.6,21.8
2019-06-16,0.30,9.3,14.5,19.6
2019-06-17,0.00,9.6,15.8,22.0
2019-06-18,0.00,12.2,19.0,25.8
2019-06-19,0.00,13.8,20.7,27.7
2019-06-20,0.50,12.7,19.0,25.3
2019-06-21,0.00,10.3,16.0,21.7
2019-06-22,0.00,9.9,17.3,24.6
2019-06-23,0.00,13.2,21.8,30.3
2019-06-24,0.00,14.8,22.7,30.6
2019-06-25,0.00,12.7,20.5,28.4
2019-06-26,0.00,11.0,17.8,24.6
2019-06-27,0.00,9.8,14.7,19.6
2019-06-28,0.00,9.9,15.2,20.6
2019-06-29,0.00,10.4,16.7,23.1
2019-06-30,0.00,10.8,17.0,23.1
2019-07-01,0.00,11.8,18.0,24.1
2019-07-02,0.00,11.7,17.5,23.3
2019-07-03,0.00,11.2,15.6,20.1
2019-07-04,0.00,10.7,16.9,23.1
2019-07-05,0.00,11.7,18.0,24.3
2019-07-06,0.00,13.5,19.8,26.1
2019-07-07,0.00,12.2,19.4,26.6
2019-07-08,0.00,10.2,16.3,22.4
2019-07-09,0.00,10.1,14.5,18.9
2019-07-10,0.00,11.3,17.3,23.3
2019-07-11,0.00,13.3,18.7,24.0
2019-07-12,0.60,13.7,19.6,25.5
2019-07-13,0.00,14.4,19.8,25.2
2019-07-14,0.00,14.9,20.6,26.3
2019-07-15,0.00,14.5,20.0,25.5
2019-07-16,0.00,14.1,20.0,25.9
2019-07-17,0.00,12.1,18.7,25.4
2019-07-18,0.00,12.4,19.8,27.2
2019-07-19,0.00,12.6,18.6,24.7
2019-07-20,0.00,12.1,18.9,25.8
2019-07-21,0.00,11.4,18.0,24.7
2019-07-22,0.00,14.6,20.9,27.2
2019-07-23,0.00,15.4,22.8,30.2
2019-07-24,0.00,16.0,21.1,26.2
2019-07-25,0.00,18.2,25.8,33.4
2019-07-26,0.00,15.8,23.2,30.7
2019-07-27,0.00,14.8,20.6,26.5
2019-07-28,0.00,16.4,24.8,33.3
2019-07-29,0.00,14.8,23.2,31.5
2019-07-30,0.00,11.9,17.2,22.5
2019-07-31,0.00,12.1,18.0,23.9
2019-08-01,0.00,11.6,18.6,25.7
2019-08-02,0.36,11.9,16.9,21.9
2019-08-03,0.19,12.2,18.2,24.3
2019-08-04,0.03,13.1,21.2,29.2
2019-08-05,0.00,13.2,20.1,27.0
2019-08-06,0.00,13.0,20.4,27.8
2019-08-07,0.00,12.8,20.7,28.6
2019-08-08,0.00,12.0,17.5,23.1
2019-08-09,0.00,11.8,16.3,20.8
2019-08-10,0.00,13.2,18.8,24.4
2019-08-11,0.00,12.7,18.2,23.7
2019-08-12,0.00,12.1,20.4,28.6
2019-08-13,0.00,13.6,22.6,31.5
2019-08-14,0.00,13.9,22.8,31.7
2019-08-15,0.00,21.1,28.5,36.0
2019-08-16,0.00,18.9,27.4,36.0
2019-08-17,0.00,14.4,23.0,31.7
2019-08-18,0.00,12.4,18.2,24.1
2019-08-19,0.00,11.8,17.9,23.9
2019-08-20,0.00,11.7,16.2,20.7
2019-08-21,0.00,12.3,17.5,22.7
2019-08-22,0.05,13.4,21.0,28.5
2019-08-23,0.00,13.6,21.4,29.3
2019-08-24,0.00,14.0,21.0,28.0
2019-08-25,0.00,14.8,21.2,27.6
2019-08-26,0.00,16.6,23.8,31.1
2019-08-27,0.00,17.1,25.1,33.2
2019-08-28,0.00,14.2,23.1,31.9
2019-08-29,0.00,12.8,19.6,26.3
2019-08-30,0.00,13.5,19.4,25.2
2019-08-31,0.00,12.9,19.8,26.8
2019-09-01,0.00,16.6,24.3,32.0
2019-09-02,0.00,18.0,24.2,30.5
2019-09-03,0.00,14.8,20.5,26.3
2019-09-04,0.00,14.6,20.7,26.9
2019-09-05,0.00,15.0,21.3,27.6
2019-09-06,0.00,13.6,18.9,24.1
2019-09-07,0.00,11.9,17.7,23.6
2019-09-08,0.00,12.1,16.2,20.4
2019-09-09,0.00,12.0,17.0,22.0
2019-09-10,0.00,11.8,17.3,22.7
2019-09-11,0.00,11.5,16.0,20.6
2019-09-12,0.00,12.8,20.8,28.8
2019-09-13,0.00,18.9,26.2,33.4
2019-09-14,0.00,21.9,29.1,36.3
2019-09-15,0.00,14.5,22.8,31.1
2019-09-16,3.55,13.0,17.7,22.4
2019-09-17,2.11,11.7,16.3,20.8
2019-09-18,0.00,11.2,17.5,23.7
2019-09-19,2.01,11.5,17.1,22.6
2019-09-20,0.00,10.1,17.7,25.2
2019-09-21,0.00,16.9,22.8,28.7
2019-09-22,0.00,16.9,23.6,30.2
2019-09-23,0.00,13.9,20.5,27.1
2019-09-24,0.00,13.2,21.0,28.8
2019-09-25,0.00,21.2,28.1,35.0
2019-09-26,0.00,19.2,27.7,36.1
2019-09-27,0.00,14.1,20.4,26.6
2019-09-28,0.09,9.3,14.6,19.8
2019-09-29,0.00,7.5,12.4,17.3
2019-09-30,0.65,7.6,12.7,17.9
2019-10-01,0.00,6.9,12.0,17.1
2019-10-02,0.00,7.7,14.0,20.3
2019-10-03,0.00,9.9,16.3,22.7
2019-10-04,0.00,8.6,14.1,19.6
2019-10-05,0.00,8.6,15.6,22.6
2019-10-06,0.00,13.0,19.6,26.2
2019-10-07,0.00,16.3,22.5,28.7
2019-10-08,0.00,17.8,24.2,30.7
2019-10-09,0.00,11.4,20.2,29.1
2019-10-10,0.00,9.7,16.1,22.5
2019-10-11,0.00,11.5,17.8,24.0
2019-10-12,0.00,12.9,19.5,26.2
2019-10-13,0.00,13.1,19.5,25.9
2019-10-14,0.00,9.5,16.2,22.9
2019-10-15,0.00,9.1,15.4,21.6
2019-10-16,0.00,10.4,17.3,24.2
2019-10-17,0.68,9.3,14.8,20.3
2019-10-18,0.00,9.4,14.0,18.7
2019-10-19,0.00,9.0,13.8,18.7
2019-10-20,0.00,10.0,14.5,19.0
2019-10-21,0.00,11.0,16.8,22.6
2019-10-22,0.00,14.6,21.2,27.9
2019-10-23,0.00,17.8,23.8,29.8
2019-10-24,0.00,18.3,23.3,28.3
2019-10-25,0.00,18.8,24.7,30.7
2019-10-26,0.00,19.2,25.8,32.4
2019-10-27,0.00,10.1,18.7,27.4
2019-10-28,0.00,9.9,14.4,18.9
2019-10-29,0.00,7.8,14.7,21.6
2019-10-30,0.00,7.3,13.6,19.9
2019-10-31,0.00,7.6,14.2,20.8
2019-11-01,0.00,10.1,15.1,20.2
2019-11-02,0.00,11.8,16.6,21.4
2019-11-03,0.00,12.8,18.1,23.3
2019-11-04,0.00,14.6,20.2,25.9
2019-11-05,0.00,13.3,18.8,24.2
2019-11-06,0.00,10.8,17.4,24.0
2019-11-07,0.00,10.6,16.1,21.5
2019-11-08,0.00,10.8,16.4,21.9
2019-11-09,0.00,10.7,16.7,22.7
2019-11-10,0.00,10.5,17.1,23.6
2019-11-11,0.00,11.0,17.6,24.2
2019-11-12,0.00,15.8,20.3,24.9
2019-11-13,0.00,14.4,19.5,24.5
2019-11-14,0.00,8.7,14.7,20.7
2019-11-15,1.22,9.0,11.3,13.6
2019-11-16,0.00,9.3,13.0,16.8
2019-11-17,0.00,11.4,16.4,21.4
2019-11-18,0.00,14.2,18.3,22.5
2019-11-19,0.00,11.7,18.1,24.6
2019-11-20,0.41,7.6,11.0,14.3
2019-11-21,0.00,8.1,12.3,16.4
2019-11-22,0.00,7.5,11.6,15.8
2019-11-23,0.00,7.6,12.2,16.8
2019-11-24,0.00,9.9,14.4,19.0
2019-11-25,0.00,8.6,14.4,20.1
2019-11-26,0.00,6.0,10.2,14.5
2019-11-27,37.64,3.6,6.6,9.7
2019-11-28,5.56,1.7,4.3,6.9
2019-11-29,0.00,1.2,3.6,6.0
2019-11-30,2.13,2.2,5.4,8.5
2019-12-01,5.35,4.7,8.1,11.6
2019-12-02,10.68,10.2,11.6,12.9
2019-12-03,4.20,10.2,11.8,13.5
2019-12-04,7.19,9.5,11.9,14.3
2019-12-05,2.73,9.1,10.3,11.6
2019-12-06,0.01,9.4,11.1,12.9
2019-12-07,25.61,11.2,13.4,15.6
2019-12-08,21.61,11.4,12.8,14.3
2019-12-09,0.52,8.9,11.4,13.8
2019-12-10,0.00,7.3,9.9,12.6
2019-12-11,8.40,7.8,10.7,13.7
2019-12-12,5.42,10.0,12.1,14.2
2019-12-13,2.41,10.3,12.9,15.5
2019-12-14,3.44,8.2,10.8,13.4
2019-12-15,0.96,6.2,9.0,11.7
2019-12-16,0.00,5.3,8.5,11.6
2019-12-17,0.00,5.2,8.5,11.9
2019-12-18,13.66,6.0,9.3,12.5
2019-12-19,14.22,8.3,9.5,10.6
2019-12-20,0.00,8.7,11.0,13.2
2019-12-21,0.00,8.8,11.9,15.1
2019-12-22,15.86,8.9,11.3,13.8
2019-12-23,12.21,5.8,8.7,11.6
2019-12-24,0.00,4.8,7.7,10.7
2019-12-25,3.71,5.4,6.9,8.5
2019-12-26,0.75,5.5,7.1,8.8
2019-12-27,0.00,4.8,8.5,12.3
2019-12-28,0.00,5.7,9.2,12.6
2019-12-29,0.02,6.6,10.6,14.7
2019-12-30,11.22,6.2,8.5,10.8
2019-12-31,0.00,5.8,9.6,13.3
2020-01-01,0.00,7.8,11.8,15.9
2020-01-02,0.00,7.4,10.7,13.9
2020-01-03,0.00,7.4,11.3,15.3
2020-01-04,1.28,7.8,12.4,16.9
2020-01-05,0.00,5.5,9.2,12.9
2020-01-06,0.00,4.7,8.5,12.4
2020-01-07,0.00,5.6,9.7,13.7
2020-01-08,1.54,5.3,10.0,14.8
2020-01-09,7.47,5.8,7.9,10.0
2020-01-10,4.48,5.4,7.1,8.8
2020-01-11,1.67,5.1,9.5,14.0
2020-01-12,0.00,4.2,7.4,10.7
2020-01-13,2.82,3.9,7.1,10.2
2020-01-14,6.96,4.5,7.3,10.0
2020-01-15,0.00,3.4,6.9,10.3
2020-01-16,4.33,2.7,6.1,9.5
2020-01-17,34.72,3.0,5.1,7.3
2020-01-18,0.00,3.1,6.5,9.9
2020-01-19,0.00,3.6,7.2,10.7
2020-01-20,0.00,7.2,10.0,12.8
2020-01-21,0.00,5.9,9.2,12.6
2020-01-22,11.51,8.6,9.9,11.2
2020-01-23,0.00,7.9,11.2,14.5
2020-01-24,0.00,7.7,11.4,15.0
2020-01-25,0.00,9.0,13.1,17.2
2020-01-26,4.11,10.0,13.5,17.0
2020-01-27,3.16,6.8,9.9,13.0
2020-01-28,0.00,6.7,10.2,13.6
2020-01-29,1.78,6.7,10.1,13.5
2020-01-30,0.00,6.6,10.6,14.7
2020-01-31,0.00,9.2,12.2,15.3
2020-02-01,0.00,10.4,14.7,19.1
2020-02-02,0.00,9.1,14.2,19.2
2020-02-03,0.00,1.0,5.6,10.3
2020-02-04,0.00,1.0,5.0,9.0
2020-02-05,0.00,2.4,6.1,9.9
2020-02-06,0.00,6.4,11.6,16.7
2020-02-07,0.00,8.6,13.2,17.7
2020-02-08,0.00,8.7,14.2,19.7
2020-02-09,0.00,5.1,9.8,14.4
2020-02-10,0.00,5.3,8.9,12.4
2020-02-11,0.00,8.0,13.3,18.6
2020-02-12,0.00,11.2,15.5,19.8
2020-02-13,0.00,7.3,13.1,18.9
2020-02-14,0.00,4.8,8.7,12.6
2020-02-15,0.00,5.2,9.9,14.7
2020-02-16,0.00,7.3,12.5,17.6
2020-02-17,0.00,6.5,10.5,14.5
2020-02-18,0.00,8.3,13.5,18.6
2020-02-19,0.00,6.2,11.9,17.5
2020-02-20,0.00,5.9,11.5,17.0
2020-02-21,0.00,7.7,12.4,17.2
2020-02-22,0.00,10.3,14.4,18.5
2020-02-23,0.00,5.4,10.4,15.3
2020-02-24,0.00,5.2,8.8,12.4
2020-02-25,0.00,7.3,13.3,19.3
2020-02-26,0.00,11.7,16.4,21.1
2020-02-27,0.00,11.7,17.1,22.4
2020-02-28,0.00,12.0,17.0,22.1
2020-02-29,0.00,9.0,16.0,22.9
2020-03-01,0.00,4.7,8.0,11.4
2020-03-02,0.00,3.6,6.8,10.1
2020-03-03,0.00,7.8,12.5,17.1
2020-03-04,0.00,10.9,15.9,21.0
2020-03-05,0.00,8.9,15.6,22.3
2020-03-06,0.00,7.5,11.5,15.6
2020-03-07,3.11,5.9,9.1,12.2
2020-03-08,6.64,4.9,7.3,9.7
2020-03-09,0.00,4.5,7.8,11.0
2020-03-10,0.00,6.2,10.3,14.4
2020-03-11,0.45,9.0,13.8,18.6
2020-03-12,0.00,8.8,13.5,18.1
2020-03-13,0.00,8.0,14.3,20.7
2020-03-14,1.10,6.3,10.1,14.0
2020-03-15,25.33,5.0,6.2,7.4
2020-03-16,14.03,2.9,4.9,7.0
2020-03-17,4.35,2.1,5.2,8.3
2020-03-18,2.56,2.5,5.6,8.8
2020-03-19,0.91,4.3,6.8,9.3
2020-03-20,0.00,4.6,8.0,11.3
2020-03-21,0.00,5.1,9.3,13.6
2020-03-22,0.00,7.0,10.1,13.2
2020-03-23,6.55,7.6,11.6,15.5
2020-03-24,0.26,5.3,6.9,8.5
2020-03-25,10.38,4.1,6.7,9.3
2020-03-26,1.17,2.9,6.3,9.6
2020-03-27,0.00,2.4,6.7,11.1
2020-03-28,3.14,4.7,7.8,11.0
2020-03-29,2.51,6.5,8.7,10.8
2020-03-30,1.99,6.8,9.6,12.5
