PRISM Time Series Data
Location:  Lat: 37.2316   Lon: -121.6948   Elev: 380m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2017-01-01 - 2021-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Jan-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-08-11,0.00,20.1,25.9,31.6
2018-08-12,0.00,19.3,24.7,30.1
2018-08-13,0.00,17.5,23.7,30.0
2018-08-14,0.00,12.3,18.9,25.4
2018-08-15,0.00,12.0,16.5,21.0
2018-08-16,0.00,12.9,17.9,22.9
2018-08-17,0.00,12.0,19.0,26.0
2018-08-18,0.00,13.3,22.0,30.7
2018-08-19,0.00,19.2,25.7,32.3
2018-08-20,0.00,13.1,21.1,29.0
2018-08-21,0.00,11.7,18.0,24.4
2018-08-22,0.00,11.9,16.7,21.6
2018-08-23,0.00,13.3,18.4,23.4
2018-08-24,0.00,12.7,17.4,22.1
2018-08-25,0.00,11.8,17.5,23.2
2018-08-26,0.00,11.5,18.5,25.5
2018-08-27,0.00,10.8,17.6,24.4
2018-08-28,0.00,11.1,16.8,22.6
2018-08-29,0.00,12.2,16.7,21.1
2018-08-30,0.00,12.7,17.9,23.2
2018-08-31,0.00,12.3,16.8,21.3
2018-09-01,0.00,11.2,18.1,25.0
2018-09-02,0.00,11.0,18.2,25.4
2018-09-03,0.00,13.2,21.1,29.0
2018-09-04,0.00,13.1,19.5,25.9
2018-09-05,0.00,14.0,20.9,27.7
2018-09-06,0.00,12.0,18.4,24.9
2018-09-07,0.00,12.6,19.2,25.8
2018-09-08,0.00,17.1,23.9,30.6
2018-09-09,0.00,15.2,22.0,28.7
2018-09-10,0.00,13.9,20.9,27.9
2018-09-11,0.00,14.8,21.4,28.1
2018-09-12,0.00,11.6,19.0,26.4
2018-09-13,0.00,10.9,15.8,20.7
2018-09-14,0.00,10.4,15.5,20.5
2018-09-15,0.00,10.0,16.8,23.7
2018-09-16,0.00,10.3,14.8,19.2
2018-09-17,0.00,10.5,16.0,21.6
2018-09-18,0.00,8.9,15.0,21.0
2018-09-19,0.00,9.3,15.8,22.4
2018-09-20,0.00,10.8,18.6,26.5
2018-09-21,0.00,18.8,24.9,31.1
2018-09-22,0.00,15.7,22.3,28.9
2018-09-23,0.00,15.4,21.8,28.1
2018-09-24,0.00,16.1,21.2,26.3
2018-09-25,0.00,15.3,21.9,28.6
2018-09-26,0.00,15.2,22.4,29.5
2018-09-27,0.00,17.7,25.3,32.9
2018-09-28,0.00,12.3,20.2,28.0
2018-09-29,0.00,11.1,15.5,20.0
2018-09-30,0.00,12.5,17.0,21.6
2018-10-01,0.00,12.9,17.9,22.9
2018-10-02,0.00,13.7,19.4,25.1
2018-10-03,0.39,15.9,21.2,26.5
2018-10-04,2.11,14.3,18.6,22.9
2018-10-05,0.00,10.6,15.4,20.2
2018-10-06,0.00,10.5,16.4,22.2
2018-10-07,0.00,12.6,17.1,21.6
2018-10-08,0.00,15.2,19.3,23.4
2018-10-09,0.00,17.2,20.9,24.7
2018-10-10,0.00,11.3,17.9,24.4
2018-10-11,0.00,10.3,15.0,19.6
2018-10-12,0.00,9.5,15.3,21.2
2018-10-13,0.00,12.7,19.8,26.9
2018-10-14,0.00,11.5,18.4,25.3
2018-10-15,0.00,10.6,17.1,23.7
2018-10-16,0.00,14.1,20.0,25.9
2018-10-17,0.00,13.7,19.7,25.7
2018-10-18,0.00,12.2,18.5,24.7
2018-10-19,0.00,10.7,18.2,25.6
2018-10-20,0.00,15.3,21.5,27.7
2018-10-21,0.00,13.7,20.7,27.7
2018-10-22,0.00,10.7,17.1,23.5
2018-10-23,0.00,9.3,14.9,20.4
2018-10-24,0.00,9.2,14.1,18.9
2018-10-25,0.00,10.8,16.8,22.8
2018-10-26,0.00,11.3,18.3,25.4
2018-10-27,0.00,16.2,22.0,27.7
2018-10-28,0.00,13.6,19.2,24.8
2018-10-29,0.00,11.4,16.2,21.0
2018-10-30,0.00,10.3,14.5,18.7
2018-10-31,0.00,11.2,16.4,21.5
2018-11-01,0.00,16.6,20.0,23.3
2018-11-02,0.00,18.2,22.2,26.2
2018-11-03,0.00,17.9,22.6,27.4
2018-11-04,0.00,19.3,23.4,27.5
2018-11-05,0.00,13.9,19.4,24.8
2018-11-06,0.00,14.5,19.3,24.1
2018-11-07,0.00,15.6,19.6,23.5
2018-11-08,0.00,13.8,18.6,23.4
2018-11-09,0.00,12.2,15.2,18.2
2018-11-10,0.00,10.7,15.4,20.1
2018-11-11,0.00,11.5,14.0,16.5
2018-11-12,0.00,10.8,14.1,17.4
2018-11-13,0.00,9.7,14.7,19.7
2018-11-14,0.00,10.8,14.2,17.7
2018-11-15,0.00,10.8,14.8,18.8
2018-11-16,0.00,10.3,14.7,19.0
2018-11-17,0.00,8.7,14.0,19.4
2018-11-18,0.00,9.0,14.3,19.6
2018-11-19,0.00,8.6,13.0,17.5
2018-11-20,0.00,9.7,14.1,18.6
2018-11-21,0.00,10.2,14.7,19.2
2018-11-22,9.63,11.7,14.0,16.4
2018-11-23,8.69,10.6,13.2,15.8
2018-11-24,9.03,12.7,13.4,14.1
2018-11-25,1.60,9.4,12.2,15.0
2018-11-26,0.00,9.4,13.3,17.1
2018-11-27,0.00,10.1,14.0,18.0
2018-11-28,2.72,9.2,12.3,15.4
2018-11-29,24.49,11.7,13.4,15.1
2018-11-30,22.67,8.4,9.7,11.1
2018-12-01,0.33,8.0,10.9,13.9
2018-12-02,6.20,5.9,8.3,10.6
2018-12-03,0.00,4.8,8.8,12.7
2018-12-04,0.00,5.1,8.1,11.1
2018-12-05,4.54,6.0,8.3,10.7
2018-12-06,1.10,7.3,9.5,11.8
2018-12-07,0.00,7.6,10.5,13.5
2018-12-08,0.00,8.3,11.9,15.5
2018-12-09,0.00,6.9,10.1,13.3
2018-12-10,0.00,4.8,7.1,9.4
2018-12-11,0.00,4.7,7.9,11.1
2018-12-12,0.00,7.9,11.2,14.5
2018-12-13,0.00,7.0,10.0,13.1
2018-12-14,0.00,8.2,11.3,14.5
2018-12-15,0.00,7.5,11.3,15.2
2018-12-16,0.00,9.3,12.5,15.6
2018-12-17,28.30,8.9,11.8,14.6
2018-12-18,0.65,8.6,11.6,14.5
2018-12-19,0.00,8.1,11.9,15.7
2018-12-20,0.00,7.4,10.2,12.9
2018-12-21,0.00,7.0,9.5,12.1
2018-12-22,0.00,8.0,11.5,14.9
2018-12-23,0.00,7.9,10.6,13.4
2018-12-24,0.00,7.8,11.6,15.4
2018-12-25,9.24,6.6,10.0,13.3
2018-12-26,0.14,6.0,9.8,13.6
2018-12-27,0.00,7.8,10.7,13.6
2018-12-28,0.00,6.0,8.9,11.9
2018-12-29,0.00,5.3,8.0,10.6
2018-12-30,0.00,6.9,10.1,13.2
2018-12-31,0.00,5.0,8.9,12.8
2019-01-01,0.00,4.3,6.9,9.6
2019-01-02,0.00,3.8,6.8,9.8
2019-01-03,0.00,4.5,8.0,11.5
2019-01-04,0.00,3.7,7.4,11.2
2019-01-05,0.00,5.2,9.4,13.5
2019-01-06,7.94,7.3,9.1,11.0
2019-01-07,33.96,7.3,9.7,12.0
2019-01-08,0.00,8.3,11.2,14.2
2019-01-09,3.46,9.2,11.5,13.7
2019-01-10,4.36,8.4,10.9,13.5
2019-01-11,0.00,7.4,11.4,15.5
2019-01-12,1.63,7.3,10.3,13.3
2019-01-13,0.00,7.5,11.0,14.4
2019-01-14,0.00,8.3,10.5,12.8
2019-01-15,5.52,9.0,10.5,12.0
2019-01-16,21.89,9.0,10.2,11.4
2019-01-17,38.80,11.0,12.8,14.5
2019-01-18,6.16,10.0,11.2,12.4
2019-01-19,0.00,9.4,12.6,15.9
2019-01-20,0.00,10.8,15.1,19.4
2019-01-21,7.41,5.9,10.3,14.7
2019-01-22,0.06,6.6,9.6,12.5
2019-01-23,0.00,6.6,9.6,12.5
2019-01-24,0.00,7.2,10.7,14.2
2019-01-25,0.00,7.1,11.4,15.6
2019-01-26,0.00,6.3,11.6,16.9
2019-01-27,0.00,10.2,12.7,15.2
2019-01-28,0.00,9.1,13.4,17.8
2019-01-29,0.00,10.3,14.7,19.0
2019-01-30,0.00,8.5,12.8,17.0
2019-01-31,6.10,8.5,13.2,18.0
2019-02-01,1.75,10.4,12.5,14.6
2019-02-02,13.14,9.4,11.4,13.4
2019-02-03,33.58,8.2,10.3,12.4
2019-02-04,14.38,7.2,8.8,10.4
2019-02-05,11.23,1.2,4.2,7.2
2019-02-06,0.58,1.5,4.7,8.0
2019-02-07,0.00,2.4,6.6,10.7
2019-02-08,0.66,2.2,6.7,11.3
2019-02-09,17.08,3.9,7.0,10.2
2019-02-10,10.24,3.8,6.5,9.3
2019-02-11,2.62,1.7,4.8,7.9
2019-02-12,0.00,3.1,6.8,10.6
2019-02-13,1.23,3.8,7.8,11.9
2019-02-14,31.79,6.9,11.1,15.3
2019-02-15,28.91,6.2,10.2,14.2
2019-02-16,13.74,4.4,5.9,7.4
2019-02-17,6.91,4.2,6.1,8.0
2019-02-18,4.01,2.6,6.2,9.8
2019-02-19,0.00,2.5,6.2,9.9
2019-02-20,0.00,3.4,7.5,11.6
2019-02-21,1.60,3.3,6.8,10.2
2019-02-22,0.26,1.9,5.7,9.5
2019-02-23,0.00,2.5,7.0,11.6
2019-02-24,0.00,3.2,7.8,12.4
2019-02-25,0.00,6.4,9.9,13.5
2019-02-26,0.00,7.2,9.3,11.3
2019-02-27,8.67,9.3,10.9,12.5
2019-02-28,7.79,6.4,9.7,13.0
2019-03-01,0.32,6.2,9.2,12.1
2019-03-02,6.53,6.7,9.1,11.4
2019-03-03,11.65,8.6,11.2,13.9
2019-03-04,1.55,7.8,10.4,13.0
2019-03-05,0.00,7.3,9.5,11.7
2019-03-06,6.49,8.0,10.5,13.0
2019-03-07,12.26,7.9,10.6,13.4
2019-03-08,5.07,5.1,7.5,9.9
2019-03-09,0.29,4.4,7.3,10.2
2019-03-10,8.03,5.0,7.0,9.0
2019-03-11,4.74,5.5,8.6,11.7
2019-03-12,0.00,5.0,10.5,15.9
2019-03-13,0.00,5.6,8.9,12.1
2019-03-14,0.00,5.5,10.2,14.8
2019-03-15,0.00,7.4,11.3,15.2
2019-03-16,0.00,6.1,11.6,17.1
2019-03-17,0.00,9.6,15.0,20.4
2019-03-18,0.00,11.3,16.1,20.8
2019-03-19,0.00,10.7,16.9,23.1
2019-03-20,8.01,8.9,14.0,19.2
2019-03-21,2.50,7.1,10.7,14.3
2019-03-22,0.00,6.1,10.9,15.6
2019-03-23,13.90,7.4,10.0,12.7
2019-03-24,1.32,7.1,10.6,14.1
2019-03-25,0.00,6.1,10.9,15.7
2019-03-26,3.83,8.3,12.2,16.1
2019-03-27,1.93,8.0,12.5,17.0
2019-03-28,5.58,8.3,10.8,13.4
2019-03-29,0.00,8.2,11.3,14.4
2019-03-30,0.00,7.2,11.1,15.1
2019-03-31,0.00,6.4,12.1,17.8
2019-04-01,0.00,12.2,16.7,21.1
2019-04-02,0.75,11.0,14.3,17.7
2019-04-03,1.64,10.1,11.8,13.5
2019-04-04,0.14,10.1,12.5,15.0
2019-04-05,0.26,9.5,11.4,13.3
2019-04-06,2.57,10.0,12.5,15.0
2019-04-07,0.00,10.7,14.1,17.5
2019-04-08,0.00,13.1,17.3,21.5
2019-04-09,0.50,9.7,14.5,19.4
2019-04-10,0.00,8.9,12.5,16.1
2019-04-11,0.00,8.4,13.4,18.4
2019-04-12,0.00,7.9,10.9,13.9
2019-04-13,0.00,7.3,12.8,18.2
2019-04-14,0.00,8.2,15.3,22.4
2019-04-15,0.00,8.0,12.2,16.3
2019-04-16,2.42,7.1,11.1,15.2
2019-04-17,0.16,8.3,11.8,15.2
2019-04-18,0.00,8.9,15.1,21.3
2019-04-19,0.00,13.0,19.3,25.5
2019-04-20,0.00,10.1,16.8,23.5
2019-04-21,0.00,7.4,10.6,13.9
2019-04-22,0.00,7.3,13.4,19.4
2019-04-23,0.00,11.2,18.4,25.5
2019-04-24,0.00,16.7,22.5,28.2
2019-04-25,0.00,16.4,23.1,29.8
2019-04-26,0.00,11.2,18.6,26.1
2019-04-27,0.00,9.7,18.0,26.3
2019-04-28,0.00,9.6,15.9,22.3
2019-04-29,0.00,8.5,14.5,20.5
2019-04-30,0.00,8.1,13.5,18.9
2019-05-01,0.00,8.3,12.7,17.1
2019-05-02,0.00,9.0,15.5,22.1
2019-05-03,0.00,11.4,17.1,22.8
2019-05-04,0.00,9.9,16.8,23.6
2019-05-05,0.00,7.8,14.3,20.8
2019-05-06,0.00,7.9,12.2,16.4
2019-05-07,0.00,9.4,12.8,16.1
2019-05-08,0.00,9.9,14.4,18.9
2019-05-09,0.00,10.0,15.5,21.1
2019-05-10,0.00,10.7,14.1,17.5
2019-05-11,0.00,10.1,15.9,21.8
2019-05-12,0.00,10.3,15.8,21.3
2019-05-13,0.00,9.6,15.3,21.0
2019-05-14,0.00,9.3,15.9,22.5
2019-05-15,0.00,10.3,14.0,17.7
2019-05-16,14.86,9.4,12.8,16.3
2019-05-17,5.62,8.2,10.0,11.7
2019-05-18,0.00,7.2,11.1,15.1
2019-05-19,12.09,7.5,10.4,13.3
2019-05-20,14.68,7.2,9.6,12.0
2019-05-21,2.71,7.7,11.6,15.5
2019-05-22,11.47,8.2,10.0,11.7
2019-05-23,0.00,9.0,13.7,18.5
2019-05-24,0.00,10.1,15.3,20.5
2019-05-25,0.00,10.1,15.4,20.7
2019-05-26,1.26,9.0,13.8,18.6
2019-05-27,3.36,7.9,10.2,12.5
2019-05-28,0.00,7.9,11.2,14.5
2019-05-29,0.00,9.5,14.9,20.4
2019-05-30,0.00,9.7,16.2,22.7
2019-05-31,0.00,9.7,14.2,18.7
2019-06-01,0.00,10.6,17.5,24.4
2019-06-02,0.00,11.8,18.6,25.4
2019-06-03,0.00,11.4,17.0,22.6
2019-06-04,0.00,12.7,19.1,25.5
2019-06-05,0.00,15.7,22.6,29.5
2019-06-06,0.00,13.2,21.2,29.3
2019-06-07,0.00,8.1,14.0,20.0
2019-06-08,0.00,7.9,15.1,22.2
2019-06-09,0.00,14.9,20.8,26.6
2019-06-10,0.00,19.2,25.5,31.8
2019-06-11,0.00,22.8,29.3,35.8
2019-06-12,0.00,23.7,30.3,37.0
2019-06-13,0.00,14.7,23.5,32.3
2019-06-14,0.00,12.1,19.0,25.9
2019-06-15,0.00,10.4,16.9,23.3
2019-06-16,0.00,10.2,14.9,19.7
2019-06-17,0.00,10.6,17.0,23.4
2019-06-18,0.00,12.7,19.6,26.5
2019-06-19,0.00,14.5,21.6,28.6
2019-06-20,0.00,12.9,19.6,26.4
2019-06-21,0.00,11.2,16.9,22.5
2019-06-22,0.00,11.1,17.7,24.2
2019-06-23,0.00,14.8,22.3,29.9
2019-06-24,0.00,18.2,24.6,31.1
2019-06-25,0.00,15.0,21.7,28.3
2019-06-26,0.00,12.3,18.7,25.1
2019-06-27,0.00,11.3,15.9,20.5
2019-06-28,0.00,10.9,15.9,20.9
2019-06-29,0.00,11.7,17.5,23.4
2019-06-30,0.00,11.7,18.0,24.3
2019-07-01,0.00,10.9,17.7,24.5
2019-07-02,0.00,11.4,17.5,23.6
2019-07-03,0.00,11.1,16.9,22.7
2019-07-04,0.00,10.9,17.2,23.6
2019-07-05,0.00,11.1,18.1,25.1
2019-07-06,0.00,12.7,19.9,27.1
2019-07-07,0.00,12.4,19.9,27.3
2019-07-08,0.00,11.2,17.4,23.5
2019-07-09,0.00,10.7,15.6,20.5
2019-07-10,0.00,11.3,17.1,23.0
2019-07-11,0.00,14.0,19.2,24.4
2019-07-12,0.00,13.7,20.0,26.4
2019-07-13,0.00,13.6,20.7,27.9
2019-07-14,0.00,15.2,21.9,28.7
2019-07-15,0.00,17.1,22.1,27.1
2019-07-16,0.00,16.1,21.9,27.7
2019-07-17,0.00,12.8,19.7,26.6
2019-07-18,0.00,12.7,20.7,28.6
2019-07-19,0.00,13.8,19.9,26.0
2019-07-20,0.00,13.1,19.6,26.2
2019-07-21,0.00,12.9,18.7,24.5
2019-07-22,0.00,14.0,20.9,27.8
2019-07-23,0.00,17.0,23.4,29.7
2019-07-24,0.00,17.3,22.5,27.6
2019-07-25,0.31,20.0,26.9,33.8
2019-07-26,0.00,17.1,24.1,31.2
2019-07-27,0.00,14.3,21.3,28.3
2019-07-28,0.00,15.7,24.4,33.0
2019-07-29,0.00,16.2,24.5,32.7
2019-07-30,0.00,12.5,18.9,25.3
2019-07-31,0.00,11.8,18.2,24.5
2019-08-01,0.00,12.3,19.5,26.8
2019-08-02,0.00,12.9,17.9,22.9
2019-08-03,0.00,13.1,19.8,26.4
2019-08-04,0.00,15.3,22.5,29.8
2019-08-05,0.00,13.5,20.9,28.4
2019-08-06,0.00,14.0,21.4,28.8
2019-08-07,0.00,13.6,21.3,29.1
2019-08-08,0.00,12.4,18.5,24.7
2019-08-09,0.00,12.8,17.2,21.6
2019-08-10,0.00,13.9,19.2,24.5
2019-08-11,0.00,13.4,18.7,24.0
2019-08-12,0.00,12.9,20.3,27.7
2019-08-13,0.00,17.4,24.4,31.3
2019-08-14,0.00,18.7,25.4,32.1
2019-08-15,0.00,22.1,28.9,35.7
2019-08-16,0.00,23.7,29.8,36.0
2019-08-17,0.00,15.2,24.0,32.7
2019-08-18,0.00,12.5,19.7,26.8
2019-08-19,0.00,12.4,19.0,25.7
2019-08-20,0.00,12.2,17.3,22.4
2019-08-21,0.00,13.1,17.9,22.7
2019-08-22,0.00,14.1,21.3,28.5
2019-08-23,0.00,17.5,23.7,29.9
2019-08-24,0.00,15.8,22.2,28.5
2019-08-25,0.00,16.0,22.0,27.9
2019-08-26,0.00,18.3,24.2,30.2
2019-08-27,0.00,20.3,26.3,32.4
2019-08-28,0.00,18.8,24.9,31.1
2019-08-29,0.00,14.9,20.2,25.5
2019-08-30,0.00,15.3,20.1,24.9
2019-08-31,0.00,14.7,21.1,27.5
2019-09-01,0.00,17.9,24.9,32.0
2019-09-02,0.00,20.1,25.6,31.1
2019-09-03,0.00,13.8,21.0,28.1
2019-09-04,0.00,13.9,20.6,27.2
2019-09-05,0.00,14.6,22.2,29.7
2019-09-06,0.00,13.1,18.8,24.5
2019-09-07,0.00,12.7,18.8,24.9
2019-09-08,0.00,13.1,16.0,18.8
2019-09-09,0.00,13.1,17.7,22.3
2019-09-10,0.00,13.0,17.8,22.5
2019-09-11,0.00,13.5,17.4,21.3
2019-09-12,0.00,14.2,21.2,28.1
2019-09-13,0.00,18.8,25.5,32.2
2019-09-14,0.00,21.6,28.3,34.9
2019-09-15,0.00,14.4,23.3,32.1
2019-09-16,0.00,12.5,18.0,23.6
2019-09-17,4.70,13.0,16.5,20.1
2019-09-18,0.00,12.5,17.8,23.1
2019-09-19,0.00,12.5,16.8,21.0
2019-09-20,0.00,12.9,18.6,24.3
2019-09-21,0.00,17.9,22.4,26.9
2019-09-22,0.00,17.5,23.0,28.5
2019-09-23,0.00,14.3,21.1,27.8
2019-09-24,0.00,14.2,20.9,27.5
2019-09-25,0.00,21.9,27.4,33.0
2019-09-26,0.00,21.6,27.8,34.0
2019-09-27,0.00,16.0,21.3,26.7
2019-09-28,0.00,11.5,16.3,21.0
2019-09-29,0.00,9.0,13.2,17.4
2019-09-30,0.00,8.0,12.7,17.4
2019-10-01,0.00,8.5,12.6,16.7
2019-10-02,0.00,8.5,13.6,18.7
2019-10-03,0.00,11.3,17.4,23.5
2019-10-04,0.00,9.7,14.9,20.2
2019-10-05,0.00,9.6,15.5,21.5
2019-10-06,0.00,14.7,19.9,25.1
2019-10-07,0.00,17.2,22.4,27.6
2019-10-08,0.00,18.4,24.5,30.6
2019-10-09,0.00,11.1,19.9,28.8
2019-10-10,0.00,9.5,15.7,21.8
2019-10-11,0.00,11.7,16.8,22.0
2019-10-12,0.00,13.9,19.9,25.9
2019-10-13,0.00,13.9,19.9,26.0
2019-10-14,0.00,12.2,17.4,22.6
2019-10-15,0.00,10.7,16.9,23.1
2019-10-16,0.00,11.9,18.1,24.3
2019-10-17,0.00,10.9,16.0,21.0
2019-10-18,0.00,10.6,14.3,18.1
2019-10-19,0.00,9.1,13.8,18.5
2019-10-20,0.00,10.7,14.6,18.5
2019-10-21,0.00,11.1,16.5,21.9
2019-10-22,0.00,14.2,20.2,26.1
2019-10-23,0.00,19.5,23.6,27.8
2019-10-24,0.00,19.4,22.9,26.3
2019-10-25,0.00,18.6,23.6,28.6
2019-10-26,0.00,19.3,25.2,31.0
2019-10-27,0.00,12.7,20.4,28.1
2019-10-28,0.00,10.5,14.1,17.8
2019-10-29,0.00,10.2,15.3,20.3
2019-10-30,0.00,9.0,13.5,18.1
2019-10-31,0.00,7.4,12.7,18.0
2019-11-01,0.00,9.4,14.7,20.0
2019-11-02,0.00,11.6,16.7,21.7
2019-11-03,0.00,12.1,17.3,22.5
2019-11-04,0.00,14.9,20.7,26.5
2019-11-05,0.00,14.4,19.6,24.9
2019-11-06,0.00,14.3,19.7,25.1
2019-11-07,0.00,11.9,18.0,24.0
2019-11-08,0.00,10.9,17.5,24.2
2019-11-09,0.00,11.5,18.1,24.6
2019-11-10,0.00,10.0,17.4,24.9
2019-11-11,0.00,13.4,19.0,24.6
2019-11-12,0.00,14.9,19.9,24.9
2019-11-13,0.00,15.0,20.3,25.7
2019-11-14,0.00,10.0,16.2,22.5
2019-11-15,0.00,10.0,12.8,15.7
2019-11-16,0.00,10.1,14.5,19.0
2019-11-17,0.00,10.8,16.0,21.2
2019-11-18,0.00,12.2,17.0,21.7
2019-11-19,0.00,11.8,17.7,23.6
2019-11-20,0.00,9.0,11.8,14.7
2019-11-21,0.00,9.4,13.5,17.6
2019-11-22,0.00,7.3,11.8,16.4
2019-11-23,0.00,8.4,13.2,18.1
2019-11-24,0.00,9.4,14.7,20.0
2019-11-25,0.00,9.4,15.1,20.7
2019-11-26,0.00,7.8,11.5,15.3
2019-11-27,17.10,5.0,7.6,10.1
2019-11-28,7.33,3.3,5.4,7.6
2019-11-29,0.76,2.3,3.8,5.3
2019-11-30,1.15,3.8,6.4,9.0
2019-12-01,9.67,5.0,8.5,12.1
2019-12-02,28.94,11.9,12.9,13.9
2019-12-03,15.98,9.1,11.5,13.8
2019-12-04,7.22,8.9,11.5,14.0
2019-12-05,14.00,9.0,10.0,11.0
2019-12-06,0.00,8.1,10.3,12.6
2019-12-07,2.34,11.1,14.1,17.2
2019-12-08,16.84,11.1,12.9,14.7
2019-12-09,5.84,9.7,11.8,13.9
2019-12-10,0.00,7.7,10.3,12.9
2019-12-11,2.67,7.2,10.3,13.4
2019-12-12,0.35,10.1,12.6,15.2
2019-12-13,0.02,12.0,15.3,18.5
2019-12-14,2.25,8.4,11.3,14.1
2019-12-15,2.41,5.9,8.6,11.2
2019-12-16,0.00,4.8,8.1,11.4
2019-12-17,0.00,4.3,7.6,10.8
2019-12-18,0.44,5.3,8.4,11.4
2019-12-19,8.46,8.7,10.0,11.3
2019-12-20,0.00,8.1,11.4,14.6
2019-12-21,0.00,8.5,12.1,15.7
2019-12-22,0.00,8.4,11.1,13.9
2019-12-23,7.63,5.8,9.2,12.6
2019-12-24,0.00,3.9,6.5,9.1
2019-12-25,1.87,5.9,7.3,8.7
2019-12-26,2.45,5.1,7.1,9.1
2019-12-27,0.00,4.8,8.6,12.3
2019-12-28,0.00,5.4,9.1,12.8
2019-12-29,0.00,6.5,10.0,13.4
2019-12-30,8.45,6.1,8.8,11.5
2019-12-31,0.00,5.6,9.8,14.0
2020-01-01,0.00,8.8,11.9,15.0
2020-01-02,0.00,7.8,10.7,13.6
2020-01-03,0.00,7.6,11.4,15.1
2020-01-04,0.00,8.5,12.8,17.1
2020-01-05,0.00,7.1,10.4,13.6
2020-01-06,0.00,5.4,9.2,13.0
2020-01-07,0.00,6.6,9.9,13.3
2020-01-08,0.02,5.7,10.2,14.7
2020-01-09,0.69,7.0,9.2,11.4
2020-01-10,7.11,6.0,7.7,9.3
2020-01-11,0.00,6.3,10.1,13.9
2020-01-12,0.62,5.3,8.6,11.8
2020-01-13,0.32,4.7,7.3,9.9
2020-01-14,1.38,5.8,8.0,10.2
2020-01-15,0.59,5.3,8.1,10.9
2020-01-16,0.00,3.8,6.8,9.7
2020-01-17,18.96,3.2,6.0,8.8
2020-01-18,0.00,3.4,7.2,11.0
2020-01-19,0.00,3.1,6.2,9.2
2020-01-20,0.00,5.1,7.6,10.2
2020-01-21,0.00,5.1,8.7,12.2
2020-01-22,1.31,8.9,10.8,12.6
2020-01-23,0.02,7.9,11.8,15.7
2020-01-24,0.00,7.4,10.6,13.8
2020-01-25,0.00,9.8,13.7,17.6
2020-01-26,1.56,10.7,14.3,17.9
2020-01-27,2.32,7.7,10.5,13.3
2020-01-28,0.00,7.7,10.2,12.7
2020-01-29,0.06,7.7,11.1,14.6
2020-01-30,0.00,7.5,11.3,15.1
2020-01-31,0.00,9.9,12.6,15.4
2020-02-01,0.00,9.8,14.2,18.5
2020-02-02,0.00,8.8,13.9,18.9
2020-02-03,0.00,2.6,7.4,12.1
2020-02-04,0.00,2.0,5.7,9.4
2020-02-05,0.00,3.1,6.3,9.5
2020-02-06,0.00,4.0,9.3,14.5
2020-02-07,0.00,8.1,12.7,17.4
2020-02-08,0.00,7.4,13.6,19.8
2020-02-09,0.00,5.9,10.7,15.6
2020-02-10,0.00,6.5,9.7,12.9
2020-02-11,0.00,9.0,13.7,18.4
2020-02-12,0.00,12.1,15.8,19.4
2020-02-13,0.00,8.4,13.7,19.0
2020-02-14,0.00,6.0,9.9,13.8
2020-02-15,0.00,5.5,10.3,15.1
2020-02-16,0.00,7.2,12.7,18.1
2020-02-17,0.00,7.1,10.9,14.7
2020-02-18,0.00,9.3,14.3,19.3
2020-02-19,0.00,8.9,13.0,17.0
2020-02-20,0.00,6.8,12.4,18.0
2020-02-21,0.00,8.8,13.2,17.5
2020-02-22,0.00,10.7,14.5,18.3
2020-02-23,0.00,7.1,12.4,17.7
2020-02-24,0.00,6.9,10.3,13.6
2020-02-25,0.00,7.1,13.5,19.8
2020-02-26,0.00,13.4,17.2,20.9
2020-02-27,0.00,12.9,18.1,23.4
2020-02-28,0.00,12.0,17.2,22.3
2020-02-29,0.00,9.0,16.4,23.9
2020-03-01,0.00,6.2,9.7,13.1
2020-03-02,0.00,5.0,8.3,11.6
2020-03-03,0.00,8.2,13.2,18.2
2020-03-04,0.00,12.3,17.0,21.8
2020-03-05,0.00,10.6,17.4,24.3
2020-03-06,0.00,8.4,13.1,17.7
2020-03-07,0.00,7.9,12.0,16.1
2020-03-08,2.66,6.9,8.6,10.4
2020-03-09,0.00,6.8,9.6,12.5
2020-03-10,0.00,6.9,11.3,15.7
2020-03-11,0.40,10.1,15.0,19.9
2020-03-12,0.00,11.4,15.9,20.4
2020-03-13,0.00,10.5,15.9,21.2
2020-03-14,0.00,7.9,12.1,16.3
2020-03-15,33.58,6.9,8.4,10.0
2020-03-16,30.97,4.6,6.7,8.7
2020-03-17,5.99,2.0,5.4,8.8
2020-03-18,5.97,2.9,6.9,10.9
2020-03-19,1.49,5.1,7.4,9.8
2020-03-20,0.41,5.7,9.0,12.4
2020-03-21,0.69,6.1,10.3,14.4
2020-03-22,0.84,7.9,10.8,13.7
2020-03-23,1.13,8.4,11.9,15.4
2020-03-24,0.00,6.4,8.3,10.2
2020-03-25,3.89,5.7,8.1,10.6
2020-03-26,0.92,4.3,7.4,10.5
2020-03-27,2.17,3.8,8.0,12.2
2020-03-28,0.00,5.9,8.9,12.0
2020-03-29,1.79,7.3,9.4,11.5
2020-03-30,0.44,7.9,10.9,14.0
