PRISM Time Series Data
Location:  Lat: 37.7658   Lon: -122.4270   Elev: 38m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2017-01-01 - 2021-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Jan-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-08-11,0.00,11.8,16.6,21.5
2018-08-12,0.00,13.2,17.7,22.1
2018-08-13,0.00,12.6,16.6,20.7
2018-08-14,0.00,12.6,15.2,17.8
2018-08-15,0.00,13.5,15.7,17.9
2018-08-16,0.00,13.8,17.1,20.5
2018-08-17,0.00,12.9,16.5,20.1
2018-08-18,0.00,10.9,16.6,22.4
2018-08-19,0.00,10.4,16.5,22.6
2018-08-20,0.00,11.3,15.1,18.9
2018-08-21,0.00,12.3,15.8,19.4
2018-08-22,0.00,13.3,15.7,18.0
2018-08-23,0.00,14.3,17.3,20.4
2018-08-24,0.00,13.9,16.8,19.7
2018-08-25,0.00,12.6,16.4,20.1
2018-08-26,0.00,11.7,16.1,20.5
2018-08-27,0.00,12.5,16.3,20.1
2018-08-28,0.00,13.5,16.6,19.8
2018-08-29,0.00,12.3,15.7,19.2
2018-08-30,0.00,12.9,17.3,21.8
2018-08-31,0.00,13.5,16.9,20.3
2018-09-01,0.00,13.0,16.8,20.6
2018-09-02,0.00,12.1,15.3,18.6
2018-09-03,0.00,12.0,16.1,20.2
2018-09-04,0.00,13.2,16.5,19.8
2018-09-05,0.00,13.3,17.1,20.8
2018-09-06,0.00,12.9,15.6,18.3
2018-09-07,0.00,11.2,14.5,17.7
2018-09-08,0.00,11.2,16.6,21.9
2018-09-09,0.00,11.7,16.7,21.7
2018-09-10,0.00,11.3,17.0,22.7
2018-09-11,0.00,11.7,17.4,23.2
2018-09-12,0.00,11.4,16.0,20.6
2018-09-13,0.00,12.6,15.8,18.9
2018-09-14,0.00,12.3,15.9,19.4
2018-09-15,0.00,11.7,16.1,20.6
2018-09-16,0.00,11.4,14.6,17.9
2018-09-17,0.00,11.0,15.7,20.3
2018-09-18,0.00,12.3,15.3,18.3
2018-09-19,0.00,10.7,14.7,18.7
2018-09-20,0.00,10.2,16.5,22.7
2018-09-21,0.00,11.6,20.2,28.8
2018-09-22,0.00,10.8,16.5,22.2
2018-09-23,0.00,10.3,14.5,18.7
2018-09-24,0.00,9.2,14.4,19.6
2018-09-25,0.00,9.1,15.9,22.6
2018-09-26,0.00,10.8,15.6,20.5
2018-09-27,0.00,11.0,16.6,22.2
2018-09-28,0.00,11.1,14.4,17.8
2018-09-29,0.00,12.3,15.4,18.6
2018-09-30,0.00,13.7,17.0,20.3
2018-10-01,0.00,14.5,18.6,22.7
2018-10-02,5.44,14.5,19.0,23.5
2018-10-03,1.61,16.7,20.5,24.2
2018-10-04,0.00,16.4,19.6,22.8
2018-10-05,0.00,13.8,17.1,20.3
2018-10-06,0.00,12.7,17.0,21.3
2018-10-07,0.00,13.6,17.6,21.7
2018-10-08,0.00,15.3,20.5,25.7
2018-10-09,0.00,12.7,19.6,26.4
2018-10-10,0.00,12.8,17.5,22.3
2018-10-11,0.00,11.4,15.3,19.2
2018-10-12,0.00,11.4,15.8,20.3
2018-10-13,0.00,11.3,18.5,25.7
2018-10-14,0.00,11.0,15.9,20.7
2018-10-15,0.00,12.6,17.2,21.8
2018-10-16,0.00,11.1,18.5,25.9
2018-10-17,0.00,9.8,16.7,23.7
2018-10-18,0.00,9.9,15.3,20.6
2018-10-19,0.00,10.2,15.6,20.9
2018-10-20,0.00,9.9,17.1,24.3
2018-10-21,0.00,10.2,15.4,20.5
2018-10-22,0.00,11.3,14.1,17.0
2018-10-23,0.00,10.1,13.6,17.1
2018-10-24,0.00,9.7,13.8,17.9
2018-10-25,0.00,11.2,16.0,20.9
2018-10-26,0.00,11.6,16.9,22.2
2018-10-27,0.00,12.0,17.7,23.3
2018-10-28,0.00,11.9,16.5,21.1
2018-10-29,0.00,11.3,16.2,21.1
2018-10-30,0.00,9.4,14.4,19.3
2018-10-31,0.00,8.7,14.5,20.2
2018-11-01,0.00,11.0,16.9,22.8
2018-11-02,0.00,13.3,20.3,27.3
2018-11-03,0.00,12.5,17.8,23.2
2018-11-04,0.00,12.0,18.7,25.4
2018-11-05,0.00,11.7,15.4,19.2
2018-11-06,0.00,10.6,15.7,20.9
2018-11-07,0.00,10.5,15.9,21.3
2018-11-08,0.00,10.7,16.5,22.3
2018-11-09,0.00,10.5,15.6,20.8
2018-11-10,0.00,7.4,12.9,18.5
2018-11-11,0.00,7.6,12.2,16.8
2018-11-12,0.00,7.2,13.5,19.9
2018-11-13,0.00,7.9,13.4,18.9
2018-11-14,0.00,9.0,12.8,16.6
2018-11-15,0.00,7.8,12.7,17.5
2018-11-16,0.00,7.7,12.2,16.7
2018-11-17,0.00,7.5,11.9,16.4
2018-11-18,0.00,7.6,11.3,15.1
2018-11-19,0.00,8.0,10.9,13.8
2018-11-20,0.00,8.3,12.5,16.7
2018-11-21,1.15,8.3,12.6,16.8
2018-11-22,34.72,13.9,14.4,14.8
2018-11-23,26.76,13.0,14.4,15.8
2018-11-24,14.96,13.0,14.2,15.5
2018-11-25,0.00,9.4,12.6,15.7
2018-11-26,0.00,9.4,12.9,16.3
2018-11-27,0.00,9.8,13.2,16.6
2018-11-28,29.12,11.0,12.7,14.4
2018-11-29,26.19,13.8,15.3,16.8
2018-11-30,0.00,12.4,13.7,15.1
2018-12-01,4.83,9.4,12.5,15.6
2018-12-02,2.88,8.1,11.2,14.2
2018-12-03,0.00,6.2,9.8,13.3
2018-12-04,0.00,9.1,11.3,13.6
2018-12-05,7.68,9.9,11.0,12.1
2018-12-06,2.01,10.8,11.9,12.9
2018-12-07,0.00,9.0,12.7,16.5
2018-12-08,0.00,8.1,12.1,16.1
2018-12-09,0.00,7.3,11.4,15.6
2018-12-10,0.31,6.2,9.4,12.5
2018-12-11,0.00,7.4,10.7,13.9
2018-12-12,0.00,8.9,11.6,14.3
2018-12-13,0.00,7.5,12.2,17.0
2018-12-14,0.00,7.8,12.1,16.4
2018-12-15,1.00,9.9,13.2,16.5
2018-12-16,0.00,11.8,14.0,16.1
2018-12-17,20.67,12.2,14.0,15.8
2018-12-18,0.00,8.9,12.0,15.2
2018-12-19,0.03,8.9,12.6,16.2
2018-12-20,0.00,9.0,12.2,15.5
2018-12-21,1.89,8.4,10.4,12.3
2018-12-22,2.43,8.8,11.6,14.4
2018-12-23,0.00,7.6,10.7,13.8
2018-12-24,0.92,9.1,11.7,14.3
2018-12-25,12.38,10.4,12.7,14.9
2018-12-26,0.00,8.8,11.9,15.1
2018-12-27,0.00,8.1,11.3,14.6
2018-12-28,0.00,9.7,12.4,15.2
2018-12-29,0.00,5.8,10.4,14.9
2018-12-30,0.00,6.2,10.5,14.9
2018-12-31,0.00,7.4,11.1,14.7
2019-01-01,0.00,8.7,11.0,13.4
2019-01-02,0.00,4.0,8.5,13.0
2019-01-03,0.00,3.3,8.0,12.7
2019-01-04,0.00,4.5,8.5,12.4
2019-01-05,0.45,5.3,9.9,14.5
2019-01-06,7.02,9.4,11.4,13.4
2019-01-07,38.58,9.0,11.8,14.6
2019-01-08,0.00,10.7,13.2,15.8
2019-01-09,2.84,11.5,13.6,15.6
2019-01-10,3.19,11.0,13.6,16.1
2019-01-11,0.00,8.8,12.3,15.8
2019-01-12,3.42,9.4,12.1,14.8
2019-01-13,0.00,10.2,13.1,16.1
2019-01-14,0.00,8.8,11.9,15.1
2019-01-15,1.53,10.5,12.2,14.0
2019-01-16,16.66,10.4,11.9,13.5
2019-01-17,36.65,11.1,13.6,16.0
2019-01-18,6.37,12.9,14.2,15.5
2019-01-19,0.00,12.4,14.7,17.1
2019-01-20,1.75,13.5,16.0,18.5
2019-01-21,4.55,10.5,12.6,14.7
2019-01-22,0.00,8.7,11.5,14.3
2019-01-23,0.00,6.2,10.8,15.4
2019-01-24,0.00,6.6,11.3,16.0
2019-01-25,0.00,7.0,12.5,18.1
2019-01-26,0.00,8.0,13.0,18.1
2019-01-27,0.00,9.4,13.6,17.8
2019-01-28,0.00,9.6,14.5,19.5
2019-01-29,0.38,11.3,14.8,18.2
2019-01-30,0.00,10.4,13.1,15.8
2019-01-31,7.53,10.8,13.9,17.0
2019-02-01,0.24,11.8,13.4,15.1
2019-02-02,20.33,11.9,12.8,13.6
2019-02-03,17.35,10.2,11.9,13.7
2019-02-04,19.27,9.8,11.0,12.2
2019-02-05,10.30,5.5,7.6,9.7
2019-02-06,0.00,4.2,6.8,9.5
2019-02-07,6.92,3.2,7.8,12.4
2019-02-08,0.00,4.8,8.0,11.2
2019-02-09,11.62,6.5,8.0,9.4
2019-02-10,15.30,6.4,8.9,11.4
2019-02-11,0.33,5.1,7.4,9.8
2019-02-12,0.00,5.0,8.1,11.3
2019-02-13,26.19,5.7,7.7,9.8
2019-02-14,54.72,9.2,12.6,16.0
2019-02-15,18.43,9.4,12.0,14.6
2019-02-16,8.22,7.7,9.2,10.7
2019-02-17,4.56,7.3,9.1,10.8
2019-02-18,0.00,4.3,7.8,11.4
2019-02-19,0.00,3.3,8.1,13.0
2019-02-20,0.00,2.7,7.8,12.9
2019-02-21,0.00,7.1,9.9,12.7
2019-02-22,0.00,6.1,9.5,12.9
2019-02-23,0.00,4.1,8.3,12.4
2019-02-24,4.09,4.5,8.3,12.2
2019-02-25,0.00,8.9,10.6,12.4
2019-02-26,15.93,10.4,11.2,12.1
2019-02-27,31.51,11.4,12.0,12.7
2019-02-28,5.21,10.2,11.9,13.6
2019-03-01,0.00,7.0,10.0,12.9
2019-03-02,13.30,6.8,9.7,12.6
2019-03-03,5.57,10.5,12.3,14.0
2019-03-04,1.92,10.2,11.8,13.4
2019-03-05,1.46,9.5,11.2,12.8
2019-03-06,19.39,10.2,12.4,14.6
2019-03-07,5.50,10.0,11.7,13.5
2019-03-08,0.53,8.5,10.3,12.1
2019-03-09,0.92,7.2,9.6,12.0
2019-03-10,9.53,7.3,9.9,12.4
2019-03-11,0.00,4.8,8.8,12.8
2019-03-12,0.00,4.1,10.5,16.9
2019-03-13,0.00,7.1,10.7,14.4
2019-03-14,0.00,5.3,10.5,15.7
2019-03-15,0.00,4.9,11.7,18.6
2019-03-16,0.00,6.2,12.7,19.2
2019-03-17,0.00,6.7,13.0,19.2
2019-03-18,0.00,8.0,14.3,20.6
2019-03-19,0.00,9.5,15.1,20.7
2019-03-20,10.59,9.7,14.7,19.7
2019-03-21,2.89,7.9,11.6,15.2
2019-03-22,1.38,8.2,11.8,15.3
2019-03-23,15.52,10.2,11.8,13.5
2019-03-24,0.00,7.8,11.5,15.2
2019-03-25,0.00,6.3,11.3,16.3
2019-03-26,11.47,10.3,13.0,15.7
2019-03-27,3.28,8.9,12.7,16.4
2019-03-28,5.50,11.1,13.5,16.0
2019-03-29,0.00,7.9,12.1,16.2
2019-03-30,0.00,7.5,11.5,15.5
2019-03-31,0.68,7.9,13.0,18.1
2019-04-01,0.00,8.3,14.9,21.5
2019-04-02,1.83,10.6,13.9,17.1
2019-04-03,1.92,11.7,13.3,14.9
2019-04-04,0.41,12.0,13.6,15.2
2019-04-05,0.66,12.1,14.0,16.0
2019-04-06,5.30,12.1,14.2,16.3
2019-04-07,0.26,13.1,15.6,18.0
2019-04-08,0.00,13.1,16.7,20.3
2019-04-09,0.00,12.5,16.8,21.0
2019-04-10,0.00,10.1,13.4,16.7
2019-04-11,0.00,9.4,13.8,18.1
2019-04-12,0.00,9.5,12.3,15.0
2019-04-13,0.00,8.9,13.6,18.2
2019-04-14,0.47,9.3,15.6,21.9
2019-04-15,0.00,9.5,12.3,15.1
2019-04-16,2.03,9.8,12.2,14.5
2019-04-17,0.00,9.1,12.7,16.2
2019-04-18,0.00,9.3,14.7,20.2
2019-04-19,0.00,9.6,17.4,25.3
2019-04-20,0.49,10.6,15.3,20.0
2019-04-21,0.00,9.3,12.0,14.8
2019-04-22,0.00,8.8,13.5,18.2
2019-04-23,0.00,9.2,16.7,24.1
2019-04-24,0.00,11.9,20.7,29.5
2019-04-25,0.00,11.9,19.5,27.1
2019-04-26,0.00,11.0,15.1,19.2
2019-04-27,0.00,11.0,16.6,22.3
2019-04-28,0.00,10.9,14.5,18.2
2019-04-29,0.00,10.7,14.1,17.6
2019-04-30,0.00,11.9,14.8,17.7
2019-05-01,0.00,8.5,12.6,16.7
2019-05-02,0.00,8.6,14.7,20.7
2019-05-03,0.00,8.4,15.0,21.5
2019-05-04,0.00,8.6,13.9,19.2
2019-05-05,0.00,9.5,13.2,17.0
2019-05-06,0.00,10.8,13.4,16.1
2019-05-07,0.03,11.5,13.4,15.4
2019-05-08,0.00,11.7,14.3,17.0
2019-05-09,0.00,12.0,15.3,18.6
2019-05-10,0.00,12.2,14.7,17.1
2019-05-11,0.00,11.7,15.3,19.0
2019-05-12,0.00,11.8,14.9,18.0
2019-05-13,0.00,11.1,14.1,17.1
2019-05-14,0.00,11.2,14.3,17.4
2019-05-15,0.90,12.5,14.9,17.2
2019-05-16,17.30,12.0,14.4,16.9
2019-05-17,4.94,10.9,12.5,14.2
2019-05-18,0.00,9.8,13.2,16.5
2019-05-19,22.29,9.6,11.2,12.8
2019-05-20,2.99,8.8,11.9,14.9
2019-05-21,3.21,8.4,12.4,16.4
2019-05-22,0.00,11.2,13.3,15.4
2019-05-23,0.00,10.5,14.4,18.4
2019-05-24,0.00,11.9,15.7,19.4
2019-05-25,0.48,11.6,15.1,18.6
2019-05-26,0.00,11.3,14.8,18.3
2019-05-27,0.00,10.1,12.4,14.7
2019-05-28,0.00,10.4,13.0,15.6
2019-05-29,0.00,11.5,14.5,17.6
2019-05-30,0.00,10.8,15.3,19.7
2019-05-31,0.00,11.0,13.1,15.1
2019-06-01,0.00,10.6,14.8,19.0
2019-06-02,0.00,11.4,16.3,21.2
2019-06-03,0.00,10.9,15.1,19.3
2019-06-04,0.00,10.5,15.2,20.0
2019-06-05,0.00,10.8,18.6,26.4
2019-06-06,0.00,11.2,16.4,21.6
2019-06-07,0.00,9.4,13.2,17.1
2019-06-08,0.00,8.8,14.3,19.8
2019-06-09,0.00,11.5,19.0,26.4
2019-06-10,0.00,14.2,22.9,31.5
2019-06-11,0.00,18.3,26.9,35.6
2019-06-12,0.00,18.6,27.1,35.5
2019-06-13,0.00,14.1,21.2,28.3
2019-06-14,0.00,12.1,16.7,21.3
2019-06-15,0.00,11.4,14.8,18.2
2019-06-16,0.00,11.2,13.6,15.9
2019-06-17,0.00,10.9,14.1,17.3
2019-06-18,0.00,12.3,17.4,22.5
2019-06-19,0.00,12.6,17.1,21.7
2019-06-20,0.00,13.0,17.2,21.4
2019-06-21,0.00,11.1,15.9,20.7
2019-06-22,0.00,10.8,15.7,20.7
2019-06-23,0.00,11.1,18.7,26.3
2019-06-24,0.00,12.1,19.3,26.4
2019-06-25,0.00,11.8,17.5,23.2
2019-06-26,0.00,11.6,16.5,21.3
2019-06-27,0.00,12.2,15.8,19.3
2019-06-28,0.00,12.4,16.1,19.9
2019-06-29,0.00,10.8,15.4,19.9
2019-06-30,0.00,10.5,14.8,19.2
2019-07-01,0.00,11.5,15.4,19.3
2019-07-02,0.00,11.1,15.5,19.9
2019-07-03,0.00,11.7,15.2,18.7
2019-07-04,0.00,11.5,15.4,19.2
2019-07-05,0.00,11.6,15.9,20.2
2019-07-06,0.00,11.6,16.2,20.7
2019-07-07,0.00,11.8,16.2,20.6
2019-07-08,0.00,12.1,15.1,18.0
2019-07-09,0.00,11.9,14.0,16.1
2019-07-10,0.00,12.1,16.0,19.9
2019-07-11,0.00,14.0,17.6,21.2
2019-07-12,0.00,12.9,16.7,20.4
2019-07-13,0.00,12.2,15.8,19.5
2019-07-14,0.00,12.0,15.3,18.7
2019-07-15,0.00,12.1,15.5,19.0
2019-07-16,0.00,13.1,18.0,22.9
2019-07-17,0.00,13.1,17.7,22.2
2019-07-18,0.00,13.0,18.9,24.9
2019-07-19,0.00,13.4,18.0,22.6
2019-07-20,0.00,13.9,18.6,23.3
2019-07-21,0.00,12.8,16.9,21.0
2019-07-22,0.00,12.7,17.5,22.3
2019-07-23,0.00,12.6,18.3,23.9
2019-07-24,0.00,11.7,16.3,20.9
2019-07-25,0.00,12.2,20.4,28.6
2019-07-26,0.00,12.8,17.4,22.0
2019-07-27,0.00,12.1,16.6,21.1
2019-07-28,0.00,13.1,19.8,26.5
2019-07-29,0.00,12.9,19.0,25.1
2019-07-30,0.00,12.7,16.1,19.4
2019-07-31,0.00,12.3,16.0,19.7
2019-08-01,0.00,12.7,17.7,22.8
2019-08-02,0.00,14.0,17.0,19.9
2019-08-03,0.00,13.7,16.7,19.6
2019-08-04,0.00,13.8,17.9,22.0
2019-08-05,0.00,14.1,17.6,21.1
2019-08-06,0.00,13.5,18.3,23.1
2019-08-07,0.00,13.5,18.1,22.7
2019-08-08,0.00,13.8,16.9,20.0
2019-08-09,0.00,13.9,17.4,20.9
2019-08-10,0.00,15.1,19.3,23.5
2019-08-11,0.00,14.1,18.7,23.2
2019-08-12,0.00,13.9,20.0,26.2
2019-08-13,0.00,13.7,21.1,28.5
2019-08-14,0.00,13.3,20.2,27.0
2019-08-15,0.00,14.8,23.8,32.8
2019-08-16,0.00,15.3,23.7,32.2
2019-08-17,0.00,14.4,20.9,27.3
2019-08-18,0.00,14.0,17.7,21.5
2019-08-19,0.00,13.8,17.9,22.0
2019-08-20,0.00,14.1,17.2,20.2
2019-08-21,0.00,14.0,17.4,20.8
2019-08-22,0.00,13.6,19.3,25.0
2019-08-23,0.00,14.9,19.8,24.8
2019-08-24,0.00,14.2,18.8,23.4
2019-08-25,0.00,14.1,18.2,22.3
2019-08-26,0.00,13.3,18.5,23.8
2019-08-27,0.00,12.5,19.5,26.4
2019-08-28,0.00,13.2,18.4,23.7
2019-08-29,0.00,14.6,18.5,22.5
2019-08-30,0.00,15.6,19.9,24.1
2019-08-31,0.00,14.1,18.0,22.0
2019-09-01,0.00,14.0,20.8,27.6
2019-09-02,0.00,14.1,19.2,24.3
2019-09-03,0.00,14.5,17.7,20.9
2019-09-04,0.00,13.9,18.0,22.0
2019-09-05,0.00,13.7,18.1,22.6
2019-09-06,0.00,14.0,17.7,21.3
2019-09-07,0.00,14.5,17.4,20.3
2019-09-08,0.00,14.6,17.8,21.1
2019-09-09,0.00,13.4,17.5,21.6
2019-09-10,0.00,13.2,18.2,23.1
2019-09-11,0.00,13.0,17.1,21.3
2019-09-12,0.00,12.6,19.3,25.9
2019-09-13,0.00,13.9,22.5,31.0
2019-09-14,0.00,15.1,24.6,34.1
2019-09-15,0.00,13.8,18.6,23.5
2019-09-16,1.46,14.3,18.0,21.7
2019-09-17,1.38,13.0,17.1,21.1
2019-09-18,0.00,12.3,17.7,23.1
2019-09-19,0.00,13.1,17.9,22.7
2019-09-20,0.00,12.1,17.6,23.1
2019-09-21,0.00,12.4,19.6,26.8
2019-09-22,0.00,13.0,20.8,28.7
2019-09-23,0.00,12.5,17.5,22.4
2019-09-24,0.00,13.5,20.1,26.6
2019-09-25,0.00,14.8,23.8,32.7
2019-09-26,1.25,16.6,25.6,34.6
2019-09-27,0.00,16.2,20.6,25.0
2019-09-28,0.00,12.6,15.6,18.6
2019-09-29,0.00,9.4,14.3,19.3
2019-09-30,0.00,8.5,13.6,18.8
2019-10-01,0.00,9.6,13.8,18.1
2019-10-02,0.00,8.8,14.3,19.9
2019-10-03,0.00,9.6,15.8,22.1
2019-10-04,0.00,10.5,14.6,18.6
2019-10-05,0.00,9.7,15.4,21.2
2019-10-06,0.00,10.7,18.2,25.7
2019-10-07,0.00,11.9,20.3,28.8
2019-10-08,0.00,12.8,20.7,28.6
2019-10-09,0.00,11.8,18.3,24.8
2019-10-10,0.00,10.5,15.8,21.0
2019-10-11,0.00,10.7,17.0,23.3
2019-10-12,0.00,10.3,17.8,25.2
2019-10-13,0.00,10.1,17.0,23.9
2019-10-14,0.00,9.3,15.5,21.6
2019-10-15,0.00,8.4,13.9,19.5
2019-10-16,0.40,9.5,14.5,19.4
2019-10-17,0.00,9.7,14.1,18.5
2019-10-18,0.00,11.0,15.1,19.1
2019-10-19,0.00,10.6,14.6,18.6
2019-10-20,0.00,10.8,15.2,19.6
2019-10-21,0.00,10.1,15.8,21.6
2019-10-22,0.00,11.3,19.2,27.1
2019-10-23,0.00,12.5,20.6,28.7
2019-10-24,0.00,12.9,20.8,28.6
2019-10-25,0.00,15.0,22.6,30.2
2019-10-26,0.00,11.9,20.7,29.5
2019-10-27,0.00,10.2,17.0,23.8
2019-10-28,0.00,12.6,16.3,20.0
2019-10-29,0.00,8.3,14.7,21.1
2019-10-30,0.00,7.9,14.4,20.9
2019-10-31,0.00,9.0,14.5,20.0
2019-11-01,0.00,8.3,15.1,22.0
2019-11-02,0.00,8.2,14.8,21.4
2019-11-03,0.00,8.7,15.5,22.3
2019-11-04,0.00,8.2,15.4,22.5
2019-11-05,0.00,9.2,15.2,21.2
2019-11-06,0.00,9.3,14.3,19.4
2019-11-07,0.00,10.3,13.1,15.9
2019-11-08,0.00,11.1,13.5,15.8
2019-11-09,0.00,10.0,13.3,16.6
2019-11-10,0.00,10.4,13.4,16.5
2019-11-11,0.00,9.4,13.2,17.1
2019-11-12,0.00,8.3,15.2,22.0
2019-11-13,0.00,10.7,16.3,21.9
2019-11-14,0.69,10.3,13.2,16.0
2019-11-15,0.00,11.2,13.2,15.2
2019-11-16,0.00,12.4,15.4,18.5
2019-11-17,0.00,10.1,13.9,17.6
2019-11-18,0.00,10.4,16.8,23.1
2019-11-19,0.00,10.7,16.3,21.8
2019-11-20,0.00,10.6,13.6,16.7
2019-11-21,0.00,10.2,14.7,19.2
2019-11-22,0.00,9.5,13.0,16.5
2019-11-23,0.00,8.1,12.4,16.7
2019-11-24,0.00,8.1,14.1,20.1
2019-11-25,0.00,8.1,13.6,19.1
2019-11-26,27.01,8.5,12.6,16.7
2019-11-27,4.41,7.7,9.7,11.7
2019-11-28,1.98,5.2,7.7,10.1
2019-11-29,0.00,4.8,7.0,9.3
2019-11-30,4.18,4.7,7.8,11.0
2019-12-01,6.01,7.9,10.4,12.8
2019-12-02,7.34,12.8,13.4,14.1
2019-12-03,0.26,11.6,13.2,14.8
2019-12-04,5.39,11.3,13.7,16.0
2019-12-05,0.16,10.5,12.1,13.6
2019-12-06,9.65,9.5,12.4,15.3
2019-12-07,30.51,13.6,15.9,18.1
2019-12-08,4.72,13.1,15.2,17.3
2019-12-09,0.03,9.5,12.7,15.9
2019-12-10,4.09,9.7,11.5,13.4
2019-12-11,6.34,10.4,12.6,14.7
2019-12-12,1.97,11.7,13.8,15.9
2019-12-13,2.74,12.6,14.6,16.7
2019-12-14,2.26,11.3,13.1,14.9
2019-12-15,0.00,9.1,11.6,14.1
2019-12-16,0.00,6.4,10.0,13.6
2019-12-17,0.00,6.5,10.2,13.9
2019-12-18,23.06,7.0,10.1,13.3
2019-12-19,0.70,10.1,11.9,13.6
2019-12-20,0.00,9.6,12.1,14.7
2019-12-21,0.00,8.2,11.0,13.9
2019-12-22,11.66,8.7,12.1,15.5
2019-12-23,0.02,4.7,8.8,12.9
2019-12-24,0.00,4.9,8.7,12.4
2019-12-25,8.27,7.8,9.7,11.7
2019-12-26,0.00,8.0,9.8,11.6
2019-12-27,0.00,4.2,9.1,14.0
2019-12-28,0.00,3.9,9.3,14.7
2019-12-29,13.23,4.5,9.5,14.5
2019-12-30,0.87,9.5,11.1,12.7
2019-12-31,0.00,6.6,10.4,14.3
2020-01-01,0.00,5.3,10.8,16.2
2020-01-02,0.00,7.8,11.2,14.7
2020-01-03,0.00,7.1,11.6,16.0
2020-01-04,0.01,5.6,10.6,15.6
2020-01-05,0.00,8.2,11.3,14.4
2020-01-06,0.00,5.1,9.8,14.5
2020-01-07,0.00,5.4,10.2,15.1
2020-01-08,0.00,4.9,9.3,13.7
2020-01-09,8.01,8.5,10.9,13.3
2020-01-10,0.00,4.6,8.6,12.7
2020-01-11,4.10,4.6,9.6,14.6
2020-01-12,0.08,6.5,10.0,13.5
2020-01-13,6.67,5.8,9.2,12.7
2020-01-14,0.38,7.3,10.1,12.9
2020-01-15,0.00,4.4,8.7,12.9
2020-01-16,31.55,4.4,7.8,11.2
2020-01-17,1.66,5.5,8.0,10.5
2020-01-18,0.00,3.9,8.0,12.2
2020-01-19,0.00,6.8,9.8,12.9
2020-01-20,0.00,7.6,9.8,12.0
2020-01-21,4.01,8.4,10.9,13.3
2020-01-22,0.00,11.0,12.4,13.9
2020-01-23,0.00,8.9,12.0,15.1
2020-01-24,0.00,8.9,11.7,14.4
2020-01-25,0.00,8.3,12.7,17.2
2020-01-26,5.94,11.7,14.4,17.1
2020-01-27,0.00,8.4,12.1,15.8
2020-01-28,1.89,8.4,11.8,15.1
2020-01-29,0.00,8.9,12.3,15.7
2020-01-30,0.00,7.3,11.6,15.9
2020-01-31,0.00,8.5,12.5,16.5
2020-02-01,0.00,9.0,14.0,18.9
2020-02-02,0.00,8.5,13.3,18.0
2020-02-03,0.00,4.7,8.9,13.2
2020-02-04,0.00,4.9,9.0,13.0
2020-02-05,0.00,5.3,9.4,13.4
2020-02-06,0.00,5.1,10.8,16.4
2020-02-07,0.00,6.4,12.2,18.0
2020-02-08,0.00,6.9,12.7,18.4
2020-02-09,0.00,8.3,11.9,15.5
2020-02-10,0.00,10.4,13.4,16.5
2020-02-11,0.00,9.4,15.4,21.4
2020-02-12,0.00,9.0,15.7,22.5
2020-02-13,0.00,7.6,13.3,19.0
2020-02-14,0.00,10.0,11.1,12.3
2020-02-15,0.00,8.6,12.3,16.1
2020-02-16,0.00,7.6,12.1,16.7
2020-02-17,0.00,8.3,12.1,15.9
2020-02-18,0.00,7.4,14.4,21.4
2020-02-19,0.00,7.9,13.2,18.5
2020-02-20,0.00,6.9,12.1,17.4
2020-02-21,0.00,8.5,13.4,18.3
2020-02-22,0.00,9.9,15.5,21.1
2020-02-23,0.00,11.0,13.5,16.0
2020-02-24,0.00,8.8,12.0,15.2
2020-02-25,0.00,8.3,13.9,19.5
2020-02-26,0.00,8.5,15.8,23.2
2020-02-27,0.00,9.6,16.0,22.5
2020-02-28,0.00,10.4,16.8,23.2
2020-02-29,0.00,10.4,15.6,20.7
2020-03-01,0.00,7.9,10.8,13.8
2020-03-02,0.00,6.2,10.6,15.1
2020-03-03,0.00,9.9,15.5,21.0
2020-03-04,0.00,8.7,15.1,21.5
2020-03-05,0.00,8.5,15.5,22.5
2020-03-06,0.00,10.8,13.3,15.7
2020-03-07,4.93,9.8,11.7,13.6
2020-03-08,0.00,7.6,10.3,12.9
2020-03-09,0.00,8.0,11.0,14.0
2020-03-10,0.00,9.5,13.9,18.4
2020-03-11,0.00,11.8,16.3,20.8
2020-03-12,0.00,9.4,14.3,19.2
2020-03-13,0.00,8.6,13.8,19.0
2020-03-14,15.60,9.6,12.7,15.7
2020-03-15,9.04,9.9,10.8,11.6
2020-03-16,2.35,7.5,10.0,12.4
2020-03-17,0.00,6.1,9.0,11.8
2020-03-18,0.67,6.1,9.2,12.2
2020-03-19,0.00,7.5,10.3,13.0
2020-03-20,0.00,7.9,11.4,15.0
2020-03-21,0.00,7.7,12.0,16.3
2020-03-22,0.00,9.0,12.6,16.1
2020-03-23,2.07,9.6,13.8,18.0
2020-03-24,0.00,10.1,11.1,12.1
2020-03-25,1.43,7.8,10.4,13.0
2020-03-26,0.00,5.5,9.2,12.9
2020-03-27,0.00,4.5,9.4,14.2
2020-03-28,3.46,8.3,11.1,13.9
2020-03-29,2.87,10.3,12.1,13.9
2020-03-30,0.00,10.4,12.7,15.1
